Exam Date,Subject Code,Time Start Slot,Time End,Room,Number Of Student,invigilatorID
9,DBI202,4,4,BE312,22,trungpb
9,DBI202,4,4,BE313,22,vunh
9,DBI202,4,4,BE314,11,yennth126
9,VNR202,4,4,BE315,22,chinhcd
9,VNR202,4,4,BE316,22,hienntt
9,VNR202,4,4,BE317,22,huyendtt4
9,VNR202,4,4,BE318,22,khaidq6
9,VNR202,4,4,BE319,22,kyvk2
9,VNR202,4,4,BE320,22,oanhnt75
9,VNR202,4,4,BE321,22,thangnt59
9,VNR202,4,4,BE401,22,thanhpv24
9,VNR202,4,4,BE402,22,thuypt71
9,VNR202,4,4,BE403,16,thuyvtt
9,EAL201,5,6,HB/202R,15,lanntt
9,EAL201,5,6,HB/204R,15,thangnt59
9,EAW211,5,5,BE201,20,chinhcd
9,EAW211,5,5,BE202,20,kiennt
9,EAW211,5,5,BE203,20,vandtt
9,ECO201,5,5,BE204,19,anhkd
9,ECO201,5,5,BE205,19,longhh6
9,ECO201,5,5,BE208,19,thuydk2
9,ECO201,5,5,BE209,19,thuypt71
9,ECO201,5,5,BE210,16,tienntt54
9,PRM392,5,5,BE212,22,anhpv
9,PRM392,5,5,BE213,22,anhttv20
9,PRM392,5,5,BE214,22,dattt67
9,PRM392,5,5,BE215,22,dungnt3
9,PRM392,5,5,BE216,22,dungvt41
9,PRM392,5,5,BE217,22,hoadt31
9,PRM392,5,5,BE218,22,hoaibm
9,PRM392,5,5,BE219,22,hoanm8
9,PRM392,5,5,BE220,22,huyendtt4
9,PRM392,5,5,BE221,22,linhpp2
9,PRM392,5,5,BE301,22,linhvh11
9,PRM392,5,5,BE302,22,maicv2
9,PRM392,5,5,BE303,22,nhuonglt
9,PRM392,5,5,BE304,22,thangnv75
9,PRM392,5,5,BE305,22,thangpd10
9,PRM392,5,5,BE306,22,thanhdt59
9,PRM392,5,5,BE307,22,thuybt26
9,PRM392,5,5,BE308,22,thuyntt35
9,PRM392,5,5,BE309,22,tientd17
9,PRM392,5,5,BE310,22,trangntq41
9,PRM392,5,5,BE311,22,vanph18
9,PRM392,5,5,BE312,10,yennth126
9,HOM302,6,6,BE201,12,thuongnt53
9,IAW301,6,6,BE202,19,anhkd
9,IAW301,6,6,BE203,19,thulx
9,IOC311,6,6,BE204,6,sonhx
9,MLN122,6,6,BE205,22,anhpn
9,MLN122,6,6,BE208,22,anhptm16
9,MLN122,6,6,BE209,22,anhpv
9,MLN122,6,6,BE210,22,chinth
9,MLN122,6,6,BE212,22,datnd3
9,MLN122,6,6,BE213,22,dinhvd4
9,MLN122,6,6,BE214,22,doanhd
9,MLN122,6,6,BE215,22,hadtt
9,MLN122,6,6,BE216,22,hoadt31
9,MLN122,6,6,BE217,22,huongtg
9,MLN122,6,6,BE218,22,khangpq3
9,MLN122,6,6,BE219,22,linhpp2
9,MLN122,6,6,BE220,22,thanhpv24
9,MLN122,6,6,BE221,22,thuybt4
9,MLN122,6,6,BE301,22,thuyntt35
9,MLN122,6,6,BE302,22,tienntt54
9,MLN122,6,6,BE303,22,trangdm3
9,MLN122,6,6,BE304,22,trungpb
9,MLN122,6,6,BE305,19,vandtk2
